CUSTOMER_ID,CUSTOMER_CATEGORY_ID,CUSTOMER_NAME,CUSTOMER_SECTOR_TYPE,SECTOR_CODE,CUSTOMER_RISK_LEVEL
10001561,1,"Madison Fahmy Deng",2,"903040",""
10001562,1,"Kenji Ryu Darwish",2,"915050",""
10001563,1,"Joshua Ota",2,"903040",""
10001564,1,"Victoria Lucy El-Sayed",2,"915050",""
10001565,1,"Layla Jin Lin",2,"915050",""
10001566,1,"Madison Chen Jabari",2,"903040",""
10001567,1,"Nour Layla Fujiwara",2,"911000","LOW RISK"
10001568,1,"Salma Yang",2,"903040",""
10001569,1,"Chloe Wu",2,"903050",""
10001570,1,"Ella Baker",2,"915050",""
10001571,1,"Samuel Ava Wu",2,"915050",""
10001572,1,"Joshua Harper Hussein",2,"903040",""
10001573,1,"Owen Ethan Xu",2,"903040",""
10001574,1,"Henry Mariam Lewis",2,"903009","LOW RISK"
10001575,1,"Harper Matthew Harris",2,"903040",""
10001576,1,"Nour Miller",2,"903040",""
10001577,1,"Emma Thomas Huang",2,"903040",""
10001578,1,"Ryu Zayed",2,"915002",""
10001579,1,"Evelyn Nakamura",2,"903040",""
10001580,1,"Jin Abigail Al-Farooq",2,"903040",""
10001581,1,"Julian Grace Sami Rahman",2,"903040",""
10001582,1,"Grace Mohamed Davis",2,"903040",""
10001583,1,"Ryu Hill",2,"903040",""
10001584,1,"Grace Carter",2,"911000","LOW RISK"
10001585,1,"Mason Christopher Christopher Hussein",2,"903040",""
10001586,5,"Aisha Ibrahim Zain",2,"903040","HIGH RISK"
10001587,1,"Thomas Ahmed Hiroshi Mustafa",2,"903040",""
10001588,1,"Lin Smith",2,"911000",""
10001589,1,"Taro Isabella Darwish",2,"912051","LOW RISK"
10001590,5,"Minato Matsumoto",2,"903040","LOW RISK"
10001591,1,"Daniel James Mitchell Al-Mohammed",2,"915006","LOW RISK"
10001592,1,"Minato Chloe Ryu Sato Johnson",2,"915001","LOW RISK"
10001593,1,"Nathan Ava Abigail Deng Younis",2,"903050",""
10001594,1,"Emily Sharif Tanaka",2,"903050",""
10001595,1,"Karim David Tang",2,"903040",""
10001596,1,"Layla Hussein Khan",2,"915050","LOW RISK"
10001597,1,"Minato Isabella King",2,"903040",""
10001598,5,"Scarlett Yuki Taro Sato",2,"915050",""
10010321,1,"Lin Mariam Young",2,"915001","LOW RISK"
10010333,1,"Zhang Haddad Fahmy",2,"910000",""
10010335,1,"Robert Minato Mustafa",2,"910000","LOW RISK"
10010337,1,"Zainab Hussein",2,"911000",""
10010373,1,"Mohamed Xu",2,"908100","LOW RISK"
10010983,1,"Ava Mason Zhang Li",2,"915050",""
10001599,1,"Thomas Mason Khadija Hussein",2,"903040",""
10001840,1,"Xia Qureshi",2,"915050","LOW RISK"
10001841,1,"Nour Tanaka",2,"915050",""
10001842,1,"Lily Joseph Lewis Liu",2,"915050",""
10001843,1,"Lin Dylan Victoria Rahman",2,"915050",""
10001844,1,"Mason Madison Tanaka Hill",2,"915050",""
10001845,1,"Michael Benjamin Hussein",2,"915001","LOW RISK"
10001846,1,"Evelyn Emily Huang",2,"915050",""
10001847,1,"Ava Yang",2,"915050","LOW RISK"
10001848,1,"Mia Tian Ella Tanaka",2,"915050",""
10001849,1,"Ella Kenji Rahman",2,"915050",""
10001850,1,"Benjamin Harper Thomas",2,"915050",""
10001851,1,"Khadija Julian Tariq Zain",2,"915050",""
10001852,1,"Fatima Harris",2,"915050",""
10001853,1,"Zhang Thomas Walker",2,"915050",""
10001854,1,"Benjamin Kenji Brown",2,"911000",""
10001855,1,"Jacob Isabella Wang Tang",2,"915050",""
10001856,1,"Omar Joseph Matsumoto Lewis",2,"915050",""
10001857,1,"Hiroshi Anthony Al-Farsi",2,"915050",""
10001858,1,"Emily Zainab Darwish",2,"915050",""
10001859,1,"Tian Sami Thomas Mustafa",2,"915050",""
10001860,1,"Emma Tian Liang Zhang",2,"915050",""
10001861,1,"Jacob Qureshi",2,"915050",""
10001862,1,"Ethan Johnson",2,"915001",""
10001863,1,"Benjamin Smith Hill",2,"915050",""
10001864,1,"Ryan Evelyn Al-Mohammed Deng",2,"915050","LOW RISK"
10001865,1,"Liang Grace Hill",2,"915050",""
10001866,1,"Takashi Xia Younis",2,"915050",""
10001867,1,"Nicholas Robert Zhang Al-Farooq",2,"915050",""
10001868,1,"Layla James Anthony Huang",2,"915050",""
10001869,1,"Jacob Shimizu",2,"911000","LOW RISK"
10001870,1,"Sami Nakamura",2,"915050",""
10001871,1,"Jack Zhang",2,"915050",""
10001872,1,"Haruto Li",2,"915050",""
10001873,1,"Chloe Deng",2,"915050",""
10001874,1,"Haruto Mason Ishikawa",2,"915050","LOW RISK"
10001875,1,"Satoshi Ali Clark Nakamura",2,"915050","LOW RISK"
10001876,1,"Ibrahim Fatima Thomas Matsumoto",2,"915050","LOW RISK"
10001877,1,"Karim Yuki Zhang",2,"915050",""
10001878,1,"Benjamin Chen Sato",2,"915050",""
10001879,1,"Mohamed Lily Al-Farsi",2,"915050",""
10001880,1,"Sophia Davis",2,"915050",""
10001881,1,"Olivia Wright",2,"903040","LOW RISK"
10001882,1,"Mohamed Moore",2,"903040",""
10001883,1,"Lucy Harris",2,"903040",""
10001884,1,"Grace Ali Davis",2,"903040",""
10001885,1,"Xia Michael Haddad",2,"903040",""
10001886,1,"Sophia Tariq Darwish",2,"903040",""
10001887,1,"Julian Nour Younis",2,"903040","LOW RISK"
10001888,1,"Hana Ava Hill",2,"911000","LOW RISK"
10001889,1,"Yuan Xu",2,"911000","LOW RISK"
10001890,1,"Lily Tian Matsumoto",2,"911000",""
10010374,1,"Mariam Lin Kobayashi",2,"915050",""
10010378,1,"Jacob Tariq Moore Walker",2,"915001",""
10010379,1,"Benjamin Shimizu Deng",2,"903040",""
10010381,1,"Sophia Carter Shimizu",2,"915001",""
10010383,1,"John Kobayashi Chen",2,"910500",""
10010388,1,"Dylan Mariam White Amin",2,"",""
10010389,1,"Ella Yang",2,"",""
10001891,1,"Lin John Lily Mustafa Khan",2,"911000","LOW RISK"
10001892,1,"Lei Hana Xu",2,"911000","LOW RISK"
10001893,1,"Hana Robert Mustafa",2,"911000",""
10001894,1,"Aisha Miller Tang",2,"911000",""
10001895,1,"Ella Leo Zhao Thomas",2,"911000",""
10002020,1,"Charlotte Khan",2,"911000",""
10002021,1,"Robert Carter",2,"911000","LOW RISK"
10002022,1,"Khadija William Ota",2,"911000","LOW RISK"
10002023,1,"Grace Ali Wang Walker",2,"911000","LOW RISK"
10002024,1,"Hiroshi Madison Evelyn Wu",2,"911000","HIGH RISK"
10002025,1,"Thomas Jack Haddad",2,"911000","LOW RISK"
10002026,1,"Karim Aisha Ishikawa Al-Mansour",2,"911000","LOW RISK"
10002028,1,"Mason Layla Chen Khan",2,"911000",""
10002029,1,"Layla Zhang Hill",2,"911000","LOW RISK"
10002030,1,"Fatima Hui Julian Harris King",2,"911000",""
10002031,1,"Hassan Mohamed Deng",2,"903040",""
10002032,3,"Ava Robert Alexander Nasir",2,"915050",""
10002033,2,"Lily Ethan Clark",2,"903040","HIGH RISK"
10002034,3,"Liang Haruto Al-Mohammed",2,"","LOW RISK"
10002035,3,"Julian Karim Zhang",2,"",""
10002036,3,"Zainab Aisha Walker",2,"",""
10002037,1,"Satoshi Amin Zhang",2,"903040",""
10002038,3,"Joseph Ota",2,"",""
10002039,3,"Jack Nicholas Kobayashi Qureshi",2,"903040",""
10002040,3,"Mason Anthony Madison Wang",2,"",""
10002041,1,"Madison Alexander Zain",2,"915050",""
10002042,1,"Ryan Emma Tang",2,"903090",""
10002043,3,"Zhang Wright",2,"903050",""
10002044,1,"Fatima Omar Hui Clark",2,"915050",""
10002045,1,"Matthew Chloe Qureshi",2,"903090",""
10002046,1,"Ahmed Lei Deng",2,"",""
10002047,1,"Lei Sami Moore Al-Farooq",2,"915050",""
10033826,3,"Wei Satoshi Matsumoto",0,"",""
10002048,1,"Sami Tanaka",2,"915050","LOW RISK"
10002049,3,"Olivia Huang Hussein",2,"909120","HIGH RISK"
10002050,1,"Lucy William Tang",2,"903040",""
10002051,1,"Leo Lin",2,"903040",""
10002052,1,"Omar Nicholas Takahashi",2,"915050",""
10002053,1,"Salma Lei Khan",2,"903090",""
10002054,1,"Hiroshi Al-Mohammed",2,"903040",""
10002055,1,"Ibrahim Qureshi",2,"903040",""
10002056,1,"Yuki Omar Emily Shimizu",2,"903090",""
10002057,1,"Abigail Hao Lin Nakamura",2,"915050",""
10002058,1,"Thomas Wu",2,"",""
10002059,3,"Matthew Matthew Sato",2,"",""
10002060,3,"Ryu Charlotte Khan Anderson",2,"",""
10002061,1,"Grace Charlotte Yuan Liu",2,"915050",""
10002062,1,"Ahmed Carter",2,"903050",""
10002063,1,"Mark Harris Rahman",2,"903040",""
10002064,1,"Michael Xia King",2,"903040","LOW RISK"
10002065,1,"Ibrahim Henry Mia Young",2,"915050",""
10002066,1,"Layla Matthew Wang Davis",2,"915050",""
10002067,1,"Emily Omar Rahman Smith",2,"902190",""
10002068,1,"Liang Victoria Mustafa",2,"903090",""
10002069,1,"Yuki Jin John Lin Johnson",2,"911000",""
10002070,1,"Evelyn Akira Nakamura Deng",2,"903040",""
10002071,3,"Jack Walker",2,"902190","LOW RISK"
10002072,1,"Mason Anthony Nasir",2,"903090",""
10002073,1,"Taro Lewis",2,"903010",""
10002074,3,"Alexander Ahmed Tang",2,"909120","HIGH RISK"
10002075,3,"Mariam Haddad",2,"903050",""
10002076,1,"Sophia Khadija Yang",2,"903010",""
10010392,1,"Karim El-Sayed Al-Farooq",2,"911000",""
10010401,1,"Lucy King",2,"915050",""
10010402,1,"Benjamin Hana Jack Anderson",2,"903040","LOW RISK"
10010407,1,"James Mustafa Wu",2,"903050",""
10010426,1,"Minato Owen Benjamin Sato",2,"915050","LOW RISK"
10010432,1,"Samuel James Daniel Thomas",2,"915001",""
10002077,1,"Dylan Ella Younis",2,"915050",""
10002078,1,"Khadija Isabella Fatima Takahashi Mustafa",2,"903040",""
10002079,1,"Jin Ishikawa Ishikawa",2,"915050",""
10002080,1,"Minato Olivia Matsumoto",2,"903040","HIGH RISK"
10002081,1,"Ibrahim Michael Ahmed Young",2,"915050",""
10002082,1,"Daniel Chloe James Zayed Nasir",2,"915050","LOW RISK"
10002083,1,"Wei Moore",2,"915050",""
10002084,2,"Lei Tian Zhang",2,"903040","HIGH RISK"
10002085,2,"Yuki Wright Baker",2,"903040",""
10002086,1,"James Davis",2,"903040","LOW RISK"
10002087,1,"Mark Layla Johnson",2,"903010",""
10002088,1,"Benjamin Alexander Al-Mansour",2,"903090",""
10002089,1,"Amelia Sami Tanaka",2,"915050",""
10002090,3,"Andrew Huang Guo",2,"909120","LOW RISK"
10002091,1,"Nour Mia Anderson",2,"903010",""
10002092,1,"Michael Mitchell",2,"903090",""
10002093,3,"Wei Darwish",2,"903050",""
10002094,1,"Joseph Yuan Ishikawa",2,"903010",""
10002095,1,"Dylan Tariq Al-Mansour",2,"915050",""
10002096,1,"Aisha Omar Young",2,"903010","LOW RISK"
10002097,2,"Layla Charlotte Fahmy",2,"903040","HIGH RISK"
10002098,1,"Ibrahim Khan",2,"903090","LOW RISK"
10002099,1,"Nour Carter Xu",2,"903040","LOW RISK"
10002100,1,"Zhang Dylan Harris",2,"902155",""
10002101,2,"Jack Ella Al-Farooq",2,"903040","HIGH RISK"
10002102,1,"Ella Madison Jabari",2,"903050",""
10002103,1,"Satoshi James Al-Farooq Fujiwara",2,"903040",""
10002104,1,"Zainab Haddad",2,"915050","LOW RISK"
10002105,1,"Yuan Haruto Sato",2,"903010",""
10002106,3,"Hana James Young Khan",2,"",""
10002107,1,"Scarlett Li",2,"903090",""
10002108,2,"Jin Yuan Baker Wright",2,"903040","HIGH RISK"
10002109,2,"Joshua Ava Kobayashi",2,"903040","HIGH RISK"
10002110,1,"Tariq Alexander Ishikawa",2,"903040",""
10002111,1,"Lin Moore Matsumoto",2,"910000",""
10002112,1,"Nathan Shimizu",2,"903090",""
10002113,2,"Alexander Tian Ishikawa",2,"903040","HIGH RISK"
10002114,1,"Charlotte Carter",2,"903040",""
10002115,2,"Matthew Taro Al-Farsi",2,"903040",""
10002116,1,"Emma Walker",2,"903040",""
10002117,1,"Dylan Lily Hussein",2,"903050",""
10002118,1,"Olivia William Yang",0,"",""
10002119,1,"Satoshi King Ishikawa",2,"903040",""
10002120,1,"John Matsumoto Young",0,"",""
10002121,1,"Madison Grace Al-Farooq",0,"",""
10002122,1,"Lily Jia Mohamed Johnson",0,"",""
10002123,1,"Chen Anderson",0,"",""
10002124,1,"Karim Ota",0,"",""
10002125,1,"Satoshi Tariq Brown Younis",0,"",""
10002126,1,"Nour Hana John Brown",0,"",""
10002127,1,"Yuki Xu",0,"",""
10002128,1,"Jacob Ella Mitchell Brown",0,"",""
10002129,1,"Aisha Nicholas Sharif",0,"",""
10002130,1,"Chloe Zhang El-Sayed",0,"",""
10002131,1,"Henry Younis",0,"",""
10002132,1,"Daniel Ella Wright",0,"",""
10002133,1,"James Nour Lewis",0,"",""
10002134,1,"Victoria Nasir Sharif",0,"",""
10002135,1,"Matthew Xia Carter",0,"",""
10002136,1,"Minato Minato James Khan",0,"",""
10002137,1,"Mark Liu",0,"",""
10002138,1,"Lin Jack Smith",0,"",""
10002139,1,"Isabella Olivia Jabari Ishikawa",0,"",""
10002140,1,"Nour Yuki Ali Takahashi Smith",0,"",""
10002141,1,"Leo Anderson",0,"",""
10002142,1,"Liang Rania Hao Lin",2,"903040",""
10002143,1,"Minato Clark",0,"",""
10002144,1,"Mohamed Sophia Qureshi",0,"",""
10002145,1,"Nicholas Ethan Guo Al-Farsi",0,"",""
10002146,1,"Hui Tang",0,"",""
10002147,1,"Ryu Liu",0,"",""
10002148,1,"Lei Lin Amin",0,"",""
10002149,1,"Madison Alexander Jabari",2,"903040",""
10002150,1,"James Charlotte Liu Zhao",0,"",""
10002151,1,"Ethan Alexander Joshua Hussein Mustafa",0,"",""
10009403,2,"Emily Mariam Ryan Guo",2,"911000",""
10009434,1,"Joseph Nathan Miller",2,"911000","LOW RISK"
10009891,1,"Youssef Haruto Nakamura",2,"915050",""
10009892,1,"Hiroshi Ella Nasir Brown",2,"915050",""
10009893,5,"Karim Fatima Baker",2,"903050","LOW RISK"
10009895,1,"Wei John Hill",2,"903050",""
10002152,1,"Joshua Guo",0,"",""
10002153,1,"Yuan Thomas Al-Mansour",0,"",""
10002154,1,"Tian Rahman",0,"",""
10002155,1,"Hassan Tang",0,"",""
10002156,1,"Owen Sophia Isabella Zain",0,"",""
10002157,1,"Ahmed Al-Farooq",0,"",""
10002158,1,"Mia Zainab Thomas",2,"903040",""
10002159,1,"Aisha Nakamura",0,"",""
10002160,1,"Joshua Charlotte Karim Ota",0,"",""
10002161,1,"Chloe Kenji Aisha Matsumoto Liu",0,"",""
10002162,1,"Xia Salma Takahashi Tang",0,"",""
10002163,1,"Jin Mariam Henry Wang",0,"",""
10002164,1,"Hui Emma Sharif",0,"",""
10002165,1,"Victoria Wu Hussein",0,"",""
10002166,1,"Jacob Zhang Zhao",0,"",""
10002167,1,"Nicholas Ibrahim Lin Wu",0,"",""
10002168,1,"Mia Omar Qureshi",0,"",""
10002169,1,"Haruto Robert Nicholas Zhang",0,"",""
10001896,1,"Hiroshi Brown",2,"911000",""
10001897,1,"Haruto Shimizu",2,"911000",""
10001898,1,"Ibrahim Tian Owen Hill Harris",2,"911000",""
10001899,1,"Youssef Smith Harris",2,"911000",""
10001900,1,"Amelia Anderson Carter",2,"911000",""
10001901,1,"Hana Youssef Huang Anderson",2,"911000",""
10001902,1,"Nathan Nakamura",2,"911000",""
10001903,1,"Chen Mason Tang",2,"911000",""
10001904,1,"Ryu Yuki Wang",2,"911000",""
10001905,1,"Xia Sophia Wang",2,"911000",""
10001906,1,"Grace Young",2,"911000",""
10001907,1,"Mason Ryu Tanaka",2,"911000",""
10001908,1,"Jack Hassan Haruto Rahman Smith",2,"911000",""
10001909,1,"Nathan Olivia William Yang",2,"911000",""
10001910,1,"Satoshi White",2,"911000",""
10001911,1,"Ali Wright",2,"911000",""
10001912,1,"Mariam Victoria White",2,"911000",""
10001913,1,"Andrew Robert Leo Davis Nasir",2,"911000","LOW RISK"
10001914,1,"Michael David Lewis Khan",2,"911000","LOW RISK"
10001915,1,"Matthew David Takahashi",2,"911000",""
10001916,1,"Victoria Xia Lin",2,"911000",""
10001917,1,"Zhang Al-Farooq Walker",2,"911000","LOW RISK"
10001918,1,"Sami Jin Amin",2,"911000","LOW RISK"
10001919,1,"Lin Leo Shimizu",2,"911000",""
10001920,1,"Wei Lin Lei King Darwish",2,"911000",""
10001921,1,"Abigail Fatima Harris",2,"911000",""
10001922,1,"Harper Isabella Zayed",2,"911000",""
10001923,1,"Jack Chen Ota",2,"911000",""
10001924,1,"Lei Amelia Tanaka",2,"911000",""
10001925,1,"Robert Alexander Lewis",2,"911000",""
10001926,1,"Jin Isabella Ishikawa Johnson",2,"911000","LOW RISK"
10001927,1,"Isabella Haruto Fahmy",2,"911000",""
10001928,1,"Layla Tian King",2,"911000",""
10001929,1,"Scarlett Satoshi Hassan Al-Mansour",2,"911000",""
10001930,1,"Layla Jacob Al-Farooq",2,"911000",""
10001931,1,"Jack Chloe Nakamura",2,"911000",""
10001932,1,"Michael Ava Hill Tanaka",2,"911000",""
10001933,1,"Victoria Ishikawa",2,"911000",""
10009402,1,"Lei Amelia Yuan Mitchell Guo",2,"915050",""
10009443,1,"Hiroshi Karim Wright Xu",2,"",""
10009889,2,"Matthew Akira Zhao",2,"903030",""
10036391,2,"Ibrahim Al-Mansour Young",0,"",""
10000378,2,"Michael Al-Mohammed Xu",2,"903040",""
10000379,1,"Satoshi Julian Miller",2,"903050",""
10000380,1,"Ryu David Guo",2,"903050",""
10000381,1,"Hui Davis Sharif",2,"903050",""
10000382,1,"Hana Matthew Mia Nasir El-Sayed",2,"903040",""
10000383,1,"John Yang Lin",2,"903040",""
10000384,1,"Ella Tang",2,"903040",""
10000385,1,"Leo Ahmed Ota Younis",2,"903040",""
10000386,1,"Lily Rania Mustafa Fujiwara",2,"914051",""
10000387,2,"Evelyn El-Sayed",2,"903030","LOW RISK"
10000388,1,"Hiroshi Sophia Sharif Brown",2,"903040",""
10000389,1,"Owen Wei Young",2,"903040",""
10000390,1,"Nathan Scarlett Evelyn Smith",2,"903040",""
10000391,1,"Lei Moore",2,"903040",""
10000392,1,"Khadija Emily Fujiwara",2,"903040",""
10000393,1,"Yuki Lily Chen Carter",2,"903050",""
10000394,1,"Zainab Amelia Huang",2,"903040",""
10000395,2,"Yuki Young",2,"903040",""
10000396,1,"Akira Ava Emma Ota",2,"903040",""
10000397,1,"Zhang Zhao",2,"903040",""
10000398,1,"Nicholas Hill Clark",2,"903040","LOW RISK"
10000399,1,"Tian Lucy Shimizu",2,"903040",""
10000400,1,"Grace Liang Smith Mitchell",2,"903040",""
10000401,1,"Haruto Anderson Walker",2,"903040",""
10000402,1,"Michael El-Sayed",2,"903040",""
10000403,1,"Mark Benjamin Tang Zayed",2,"903040",""
10000404,1,"Ahmed Jacob Carter Yang",2,"903040",""
10000405,2,"Omar James Baker Sharif",2,"902440","LOW RISK"
10000406,1,"Anthony Fatima Tang",2,"903040",""
10000407,1,"Jack Lei Victoria Qureshi Fujiwara",2,"903040",""
10000408,1,"Matthew Fujiwara",2,"903040",""
10000409,1,"Henry Nathan Baker",2,"915050",""
10000410,1,"Fatima Evelyn Al-Mansour Al-Farooq",2,"903030",""
10000411,1,"Rania Tariq Shimizu",2,"903040",""
10000412,1,"Jia Takashi Lin Anderson",2,"903040","LOW RISK"
10000413,1,"Yuan Emily Shimizu",2,"903040",""
10000414,1,"Rania Ella Haruto Clark",2,"903040",""
10000415,1,"Layla Johnson Al-Mansour",2,"903010",""
10000416,3,"Ryan Akira Jabari",2,"903030",""
10000417,1,"Jia Johnson",2,"903040",""
10000418,1,"Jia Julian Anderson",2,"903010",""
10000419,2,"Mark James Hussein Hill",2,"903010",""
10000420,1,"Grace Omar Hao Al-Farooq Brown",2,"903010",""
10000421,1,"Madison Benjamin Zain",2,"915050","LOW RISK"
10000422,1,"Nathan Mia Al-Mohammed Zhang",2,"903040",""
10000423,1,"Liang Isabella Hao White",2,"903040",""
10009408,1,"Mark Isabella Zain Lewis",2,"911000",""
10009457,1,"Abigail Ethan Liu Nasir",2,"915001","LOW RISK"
10009460,1,"Robert Hill",2,"903090",""
10009461,1,"Jin Liu",2,"903090",""
10009462,1,"Jacob Emily Zhang",2,"903090",""
10009463,1,"John Tariq Nakamura",2,"903090",""
10009468,1,"Wei Olivia Thomas",2,"915050",""
10009493,1,"Joshua Isabella Lewis",2,"911000",""
10000947,1,"Aisha Rania Fahmy",0,"",""
10000948,1,"Grace Lei Khan",2,"903040",""
10000949,1,"Hassan Zain",2,"902190",""
10000950,1,"Lucy Zayed",2,"915050",""
10000951,1,"William Matsumoto",2,"915050","HIGH RISK"
10000952,1,"Ava Harper Chen",2,"903050",""
10000953,1,"Nicholas Al-Farooq",2,"903050",""
10000954,1,"Hao Qureshi Mustafa",2,"915050",""
10000955,1,"Olivia Daniel Yang",2,"915050",""
10000956,1,"John Fatima Khan",2,"903050",""
10000957,1,"Yuki Alexander Ota Li",2,"903050",""
10000958,1,"John Jin Amin Carter",2,"903040",""
10000959,1,"Mark Zhang",2,"903040",""
10000960,1,"Dylan Khadija Guo Fujiwara",2,"911000","LOW RISK"
10000961,1,"Aisha Moore",2,"915050","LOW RISK"
10000962,1,"Christopher King",2,"915050",""
10000963,1,"Mark Fujiwara Deng",2,"903050",""
10000964,1,"Julian Nakamura",2,"903050","LOW RISK"
10000965,1,"Karim Omar Qureshi",2,"903009","LOW RISK"
10000966,1,"David Salma Chen",2,"903040",""
10000967,1,"Omar Takashi David Liu Darwish",2,"903050",""
10000968,1,"Grace Nicholas Hassan Fahmy",2,"903040",""
10000969,1,"William Robert Khan Wang",2,"903050","LOW RISK"
10000970,1,"Dylan Jack Nasir",2,"903040",""
10000971,1,"Hana Miller",2,"903040",""
10000972,1,"Mariam Ahmed Xia Tang",2,"911000",""
10000973,1,"Ryu Harris",2,"915050",""
10000974,1,"Lucy Nour Yang",2,"903040",""
10000975,1,"Mia Lewis Davis",2,"903050",""
10000976,1,"Alexander Hassan Liu",2,"903009","LOW RISK"
10000977,1,"Zhang Mariam Fahmy Chen",2,"915050",""
10000978,1,"Harper Dylan Yang",2,"903040",""
10000979,1,"Emily Lewis Baker",2,"915050",""
10001115,1,"Nathan Wei Davis",2,"903090",""
10001116,1,"Dylan Carter Chen",2,"903040",""
10001117,1,"Ryu Ryan Qureshi",2,"911000",""
10001118,1,"Taro Mia Robert El-Sayed El-Sayed",2,"911000",""
10001119,1,"Hiroshi Tian White Harris",2,"903050",""
10001120,1,"John Moore",2,"903050","LOW RISK"
10001121,1,"Taro Sami Clark",2,"911000",""
10001122,1,"Liang Lin Michael Johnson Hussein",2,"911000","LOW RISK"
10001123,1,"Haruto Emma Zhao",2,"903040","LOW RISK"
10001124,1,"Liang Younis",2,"911000",""
10001125,1,"Sami Takashi Walker",2,"903040",""
10001126,1,"Takashi Chloe Hassan Mitchell",2,"915050",""
10001127,1,"Tariq Zhang Chen Yang Lin",2,"911000",""
10001128,1,"Chloe Jacob Darwish",2,"915050",""
10001129,1,"John Carter",2,"903040",""
10001130,1,"Ahmed Zhang Hao Zhao El-Sayed",2,"903040","HIGH RISK"
10001131,1,"Yuki Christopher Rania El-Sayed Haddad",2,"911000","LOW RISK"
10001132,1,"Haruto Joshua Minato Zhao",2,"903040",""
10001133,1,"Olivia Rahman",2,"903090",""
10001134,5,"Jin Sato",2,"903009","LOW RISK"
10001135,1,"Robert Hao King",2,"911000",""
10001136,1,"Lucy Guo",2,"903040",""
10001137,1,"Mia Wright",2,"903040","HIGH RISK"
10001138,5,"Sami Hao King Li",2,"915001","LOW RISK"
10001139,1,"Leo Khan Haddad",2,"908900",""
10001140,1,"Lucy Ryan Wright",2,"903050",""
10001141,1,"Zainab Leo Harris Al-Mansour",2,"903040",""
10001142,1,"Joshua Daniel Mason Harris",2,"903040",""
10001143,1,"Ava Walker Smith",2,"911000","LOW RISK"
10010275,1,"Samuel Tian Christopher Fahmy",2,"915050",""
10010359,1,"Ali Emma Michael Zhang",2,"915050",""
10010362,1,"Omar Minato Thomas",2,"910000","LOW RISK"
10010377,1,"Emma Tang Ishikawa",2,"915050",""
10010380,1,"Mason Lily Harper El-Sayed",2,"",""
10010393,1,"Anthony Ali Wright",2,"911000",""
10001057,1,"Yuan Nicholas Fahmy",2,"903040",""
10001058,1,"Xia Deng",2,"903040",""
10001059,1,"Alexander Zhang",2,"903040",""
10001060,1,"Scarlett Wei Li",2,"903040",""
10001061,1,"Hiroshi Yuki Thomas Smith",2,"903040",""
10001062,1,"Tariq Liang Tanaka",2,"915050",""
10001063,1,"Salma Owen Rania Hill",2,"903040",""
10001064,1,"Khadija Amin",2,"903040",""
10001065,1,"Zainab Sophia Moore",2,"903040",""
10001066,1,"Yuki Robert Mia Mitchell Kobayashi",2,"915050",""
10001067,1,"Amelia Samuel Al-Farsi Anderson",2,"903040",""
10001068,1,"Charlotte Ota",2,"911000",""
10001069,1,"Lily Daniel Kobayashi",2,"911000",""
10001070,1,"Victoria Leo Haddad",2,"911000",""
10001071,1,"Ali Zain",2,"903090",""
10001072,1,"Karim Hui Sharif Al-Mohammed",2,"911000",""
10001073,1,"Ibrahim Abigail Sharif Huang",2,"915050",""
10001074,1,"Thomas Robert Zayed",2,"915050",""
10001075,1,"Minato Zayed Johnson",2,"903090",""
10001076,1,"Hiroshi Andrew Ota White",2,"903040",""
10001077,1,"Taro Hui Huang Kobayashi",2,"911000",""
10001078,1,"Yuan Zhang Al-Mohammed",2,"903040",""
10001079,1,"Daniel Ryan Zhang",2,"903040",""
10001080,1,"Yuan John Al-Farsi",2,"911000",""
10001081,1,"Amelia Dylan Guo",2,"911000",""
10001082,1,"Omar Smith Al-Farsi",2,"911000",""
10001083,1,"Minato Guo",2,"911000",""
10001084,1,"Jia Taro Rahman",2,"903040",""
10001085,1,"Takashi Taro Hill",2,"903090",""
10001086,1,"Wei Amin Thomas",2,"903090",""
10001087,1,"Daniel Jin Wright Khan",2,"911000",""
10001088,1,"Minato Zainab Smith Xu",2,"911000",""
10001089,1,"Mariam Evelyn Younis Jabari",2,"903090",""
10001090,1,"Xia Harper Miller",2,"915050",""
10001091,1,"Mohamed Takahashi Lewis",2,"911000",""
10001092,1,"Nicholas Mohamed Baker",2,"903090",""
10001093,1,"Haruto Ryu Wei Huang",2,"903009","LOW RISK"
10001094,1,"Haruto Darwish",2,"908900",""
10001095,1,"Mia Ali Madison Al-Farooq Davis",2,"911000",""
10001096,1,"Benjamin Davis Fujiwara",2,"903090",""
10001097,1,"Ethan Evelyn Mariam Younis",2,"903040",""
10001098,1,"Olivia Mason Thomas",2,"911000",""
10001099,1,"Takashi Ava Walker",2,"903040",""
10001100,1,"Zainab Lin Salma Moore Darwish",2,"903040",""
10001101,1,"Sami Liang Al-Mansour",2,"903040",""
10001102,1,"John Ella Ali El-Sayed",2,"903040",""
10001103,1,"Chloe Sami Fujiwara Liu",2,"903090",""
10001104,1,"Ava Jin El-Sayed",2,"903040",""
10001105,1,"Youssef Haruto Chen",2,"915050",""
10001106,1,"William Fatima Al-Farsi",2,"903040",""
10001107,1,"Zhang Al-Mansour",2,"903040",""
10001108,1,"Nour Mustafa",2,"911000",""
10001109,1,"Joshua Haruto Al-Farooq Al-Farsi",2,"903040",""
10001110,1,"Fatima Sophia James Clark",2,"915050",""
10001111,1,"Tariq Fujiwara",2,"903040","HIGH RISK"
